system:index,DEM,Green,Green_contrast,Green_corr,Green_diss,NDRE,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red-Edge,Red-Edge_contrast,Red-Edge_corr,Red-Edge_diss,Red_contrast,Red_corr,Red_diss,label,random,.geo
0000000000000000001f,-31.732157,16356,3025215.716137762,0.10910381919751183,1433.0950873912525,0.06420109421014786,0.035192292,-0.26685545,28247,5711253.803389889,0.024201263019446265,2029.9782318920068,0.035192188051800896,-0.23383938,26356,24821,1832877.5940651516,0.21926064406731546,1110.5087667971775,8434276.429376625,0.06850562640059302,2446.2068678659843,0,0.7920025966392206,"{""type"":""Point"",""coordinates"":[-121.75853674339707,36.811100989884366]}"
00000000000000000020,-31.77787,8202,797434.2689122471,0.19346212440435187,734.1195768204542,-0.02487468719482422,0.09346139,-0.30850273,15523,2249518.298922682,0.13893619191374093,1135.8833479698164,0.09346085933290975,-0.22143856,12865,16302,1107376.3481865816,0.0843539527582361,782.9874307807703,1841552.4490215795,0.2091823812527341,1134.062823542602,0,0.9857193145377706,"{""type"":""Point"",""coordinates"":[-121.75853674339707,36.811100989884366]}"
00000000000000000021,-31.765995,13052,4061881.113270805,0.22876343308508001,1748.5024596891014,0.0014141886495053768,0.047703646,-0.2524742,21868,1.077459136897602E7,0.1855236659040937,2755.764182397392,0.0477034632988846,-0.20726177,19897,21781,3820091.9723788137,0.2279269823906411,1688.6932138301129,1.369248079287111E7,0.1974947511541062,3116.5940538636014,0,0.8442540701702459,"{""type"":""Point"",""coordinates"":[-121.75854566159917,36.811100989884366]}"
00000000000000000022,-31.769215,10793,664140.6362645748,-0.06717937473667028,664.6056342322863,0.017570285126566887,0.09514738,-0.30001587,20032,887070.2215130355,-0.13008865434639885,789.0906950405715,0.09514696149849608,-0.21086623,16547,19337,388120.8665819042,0.07212499318108587,503.41310194848154,683401.9302217816,0.08381086431596263,584.2884269496824,0,0.7891912977029393,"{""type"":""Point"",""coordinates"":[-121.75853228429602,36.811100989884366]}"
00000000000000000023,-31.772232,8434,196340.86640417887,0.1184095489960228,359.41943758372133,-0.01891946978867054,0.09863874,-0.30838284,15955,516542.4524483004,0.03235836335900534,539.6891015515794,0.09863820255754512,-0.21631323,13090,16571,698254.9105537526,0.0389265904707634,628.2164010769815,365692.2365372401,-0.12766106654103548,464.533157113681,0,0.03613091014083947,"{""type"":""Point"",""coordinates"":[-121.75854566159917,36.811096530783324]}"
00000000000000000024,-31.845537,10299,300872.8937411036,0.14775802322729822,460.00373287201313,0.02859291434288025,0.058598556,-0.23855561,16757,703370.715759164,0.24186957589436764,691.7655924444871,0.05859825994423924,-0.1825113,14901,15815,174597.76677469566,0.02861857116202629,347.2898595600775,647809.2467438665,0.17710137884670082,679.8718759607186,0,0.21007906472872817,"{""type"":""Point"",""coordinates"":[-121.75401075582782,36.81139974965495]}"
00000000000000000025,-31.850292,10287,491054.1973777937,-0.1341411305950904,542.0019690156388,0.05877766013145447,0.1070758,-0.34642646,21196,970347.753948851,0.15276759723322572,756.5600834568679,0.10707535830381733,-0.24856538,17093,18840,479992.46829663165,0.0955211163147132,479.7937713300405,586503.7849272705,-0.14661111952419234,503.64934608175605,0,0.26631178905422026,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81221130604668]}"
00000000000000000026,-31.850554,9204,209893.6888025046,0.08010102256005788,365.7382264630357,0.050313420593738556,0.10583142,-0.32854542,18210,845143.539502137,-0.013624566257401171,805.2820855508708,0.10583090638746999,-0.23073706,14725,16466,395810.04414944706,-0.07114877212933464,508.35973232894094,479177.7464045864,0.06369045234084209,544.2763693720541,0,0.1479233078203841,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81221130604668]}"
00000000000000000027,-31.851461,9371,171765.56009300143,0.1437607826120964,359.28678036654463,0.048924390226602554,0.104661964,-0.33094373,18643,935721.8245182101,-0.032360949249264664,793.6400980591698,0.10466146469057566,-0.23441352,15110,16904,416003.89262349886,0.12981853351680714,552.1477394610237,525616.806259746,0.12720339006340756,615.674106177082,0,0.8519169433126211,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81221130604668]}"
00000000000000000028,-31.840427,11354,43150.14129702775,-0.0030312763030649155,170.15804121228598,0.009444407187402248,0.09872765,-0.29284206,20758,72234.7484711699,0.050251950667252285,223.11142895631684,0.09872723229729993,-0.19988857,17027,20369,138160.01006597467,0.08768086505366228,294.89680149702167,34650.94591124004,0.048770398468279436,156.1812107465464,0,0.28841147670679534,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.812202387844565]}"
